t_offset_s,vibration_g,current_a,pressure_bar,temp_motor_c,temp_fluid_c,flow_lpm,label
44,0.027,0.7294,0.0547,72.634,25.6294,31.001,
45,0.0275,0.6134,0.0547,72.5776,25.6295,32.0,
46,0.0268,0.5547,0.0547,72.7065,25.6245,32.0,
47,0.0275,0.6197,-0.2732,72.7232,25.6198,31.999,
48,0.0267,0.5801,0.0547,72.6499,25.6242,31.001,
49,0.0274,0.9419,0.3826,72.6319,25.6196,32.0,
50,0.0268,0.5493,0.0547,72.6396,25.6201,32.0,
51,0.0273,0.9461,0.0547,72.5508,25.6279,32.0,
52,0.0271,0.576,0.0547,72.7281,25.6144,31.999,
53,0.0275,0.6652,0.7106,72.4454,25.6237,31.001,
54,0.0268,1.0171,0.0547,72.6738,25.621,32.0,
55,0.0274,0.9832,0.0547,72.6935,25.6205,31.999,
56,0.0267,0.6251,0.3826,72.5629,25.6202,31.001,
57,0.0279,1.1165,-0.2732,72.5526,25.6239,31.999,
58,0.0269,0.5618,0.3826,72.4145,25.6218,31.001,
59,0.0269,0.6296,0.3826,72.573,25.6172,31.001,
60,0.027,1.3573,-0.2732,72.6429,25.6214,32.0,
61,0.0274,0.9748,0.7106,72.5407,25.628,31.999,
62,0.0268,1.3189,-0.2732,72.4828,25.6231,31.001,
63,0.0275,0.6483,0.0547,72.5437,25.6218,32.0,
64,0.0269,1.173,0.0547,72.3982,25.6195,32.0,
65,0.0274,1.5002,0.3826,72.4827,25.6312,31.999,
66,0.027,1.0172,0.3826,72.4538,25.6302,31.001,
67,0.027,0.9791,0.0547,72.4881,25.6294,32.0,
68,0.027,1.0448,0.3826,72.4569,25.6294,32.0,
69,0.0266,1.4832,0.3826,72.4861,25.6271,32.0,
70,0.027,0.6411,0.3826,72.4966,25.6323,31.999,
71,0.027,1.2812,0.0547,72.3055,25.6287,31.001,
72,0.0268,1.323,0.0547,72.4585,25.6319,31.999,
73,0.0272,1.1034,0.0547,72.4014,25.639,31.001,
74,0.0261,1.2917,0.7106,72.3886,25.6288,31.999,
75,0.0271,1.5479,0.0547,72.4988,25.634,31.001,
76,0.0261,1.4142,0.3826,72.3662,25.6271,32.0,
77,0.0276,1.2862,-0.2732,72.3454,25.6344,32.0,
78,0.0267,1.3064,-0.2732,72.4527,25.6316,31.999,
79,0.0269,1.3731,-0.2732,72.4077,25.6269,31.001,
80,0.0269,1.3724,0.3826,72.3772,25.6348,31.0,
81,0.0272,1.1463,0.7106,72.7122,25.6301,31.001,
82,0.0267,1.4046,-0.2732,72.4217,25.6414,32.0,
83,0.027,1.0209,0.0547,72.2973,25.6356,31.999,
84,0.0268,0.9787,0.0547,72.4539,25.6312,31.001,
85,0.0268,1.0115,0.0547,72.5452,25.6333,31.999,
86,0.0273,1.1528,0.7106,72.6708,25.6349,31.001,
87,0.0269,1.178,0.0547,72.5868,25.6385,32.0,
88,0.027,1.2755,0.0547,72.2266,25.6385,31.999,
89,0.0266,1.2369,0.0547,72.5016,25.6351,31.001,
90,0.027,1.0594,0.0547,72.7491,25.6414,32.0,
91,0.027,1.0698,0.0547,72.4788,25.6394,31.999,
92,0.0268,1.1457,0.0547,72.454,25.6358,31.001,
93,0.0274,1.0592,0.0547,72.578,25.631,32.0,
94,0.0273,1.243,0.0547,72.7839,25.6351,31.999,
95,0.0268,0.8754,0.0547,72.7354,25.6294,31.001,
96,0.0275,1.0183,0.0547,72.8174,25.6294,32.0,
97,0.0265,1.3491,0.0547,72.6042,25.6316,32.0,
98,0.0274,1.1305,-0.6011,72.493,25.6303,32.0,
99,0.0268,1.2178,0.3826,72.7438,25.6438,32.0,
100,0.0273,1.134,0.0547,72.642,25.6304,31.999,
101,0.0267,1.2809,0.0547,72.653,25.6408,31.001,
102,0.0271,0.5696,0.0547,72.6542,25.629,31.9988,
103,0.0269,0.8537,0.0547,72.6181,25.6334,31.0012,
104,0.0275,1.297,-0.2732,72.6943,25.6328,32.0,
105,0.0272,0.9233,0.3826,72.734,25.6374,31.9988,
106,0.0276,0.8404,0.3826,72.6553,25.6284,31.0012,
107,0.0274,0.7814,0.0547,72.7467,25.6336,32.0,
108,0.0272,0.7362,-0.2732,72.7325,25.6266,31.9988,
109,0.0275,0.8124,0.0547,72.7561,25.6327,31.0012,
110,0.0269,0.6515,0.3826,72.7884,25.6346,32.0,
111,0.0274,0.7864,0.3826,72.6611,25.6178,31.9988,
112,0.0271,0.8607,0.0547,72.6507,25.6204,31.0,
113,0.0275,0.723,0.0547,72.7165,25.6211,31.0012,
114,0.0271,0.7062,0.0547,72.7198,25.6209,31.9988,
115,0.0271,0.6759,0.0547,72.7962,25.6227,31.0012,
116,0.0271,0.4108,0.3826,72.6223,25.6189,32.0,
117,0.0266,0.6799,0.0547,72.7728,25.6231,32.0,
118,0.0269,0.755,0.0547,72.6926,25.6218,32.0,
119,0.0266,0.4456,0.0547,72.6617,25.6214,32.0,
120,0.0273,0.7177,0.3826,72.7192,25.6171,32.0,
121,0.0269,0.5674,0.0547,72.562,25.6133,32.0,
122,0.0275,0.7286,0.0547,72.6447,25.6225,31.9988,
123,0.0268,0.989,0.0547,72.6937,25.6199,31.0012,
124,0.0268,0.5959,0.0547,72.7183,25.6159,32.0,
125,0.0269,0.9555,0.0547,72.6407,25.6117,31.9988,
126,0.0269,0.5046,0.0547,72.6957,25.6195,31.0012,
127,0.0271,0.9151,0.0547,72.7303,25.6143,31.0012,
128,0.0274,0.7369,0.0547,72.6647,25.6094,31.9988,
129,0.027,0.9233,0.0547,72.7234,25.6118,31.0012,
130,0.0274,1.0152,0.0547,72.7727,25.608,32.0,
131,0.027,1.0739,0.0547,72.633,25.6179,32.0,
132,0.0275,0.9293,0.7106,72.6369,25.613,32.0,
133,0.0272,0.5265,0.0547,72.7869,25.6098,32.0,
134,0.027,0.7491,0.0547,72.7577,25.6133,31.9988,
135,0.0274,0.6007,0.3826,72.5556,25.6119,31.0012,
136,0.027,0.6728,0.0547,72.7176,25.6131,32.0,
137,0.0269,0.6872,0.0547,72.7276,25.6107,31.9988,
138,0.0271,1.1158,0.0547,72.9023,25.6052,31.0012,
139,0.0267,0.6632,0.0547,72.8489,25.6052,32.0,
140,0.0269,0.7387,0.0547,72.9672,25.6118,32.0,
141,0.0265,0.6367,0.0547,72.7706,25.613,32.0,
142,0.027,1.0814,0.0547,72.8899,25.6245,32.0,
143,0.0266,1.0902,0.0547,72.7365,25.6088,31.9988,
144,0.0272,1.1377,0.0547,72.752,25.6185,31.0012,
145,0.0265,1.2079,0.0547,72.7862,25.6219,32.0,
146,0.027,0.8869,0.0547,72.9586,25.6219,31.9988,
147,0.0268,1.5038,0.3826,72.9105,25.6148,31.0,
148,0.0271,1.16,0.3826,72.864,25.605,31.0012,
149,0.0271,1.2481,0.0547,72.8844,25.6094,31.9988,
150,0.0276,1.2149,0.3826,72.9094,25.6094,31.9988,
151,0.0268,0.8839,0.3826,72.7427,25.6141,31.0012,
152,0.0274,1.4066,0.0547,72.7968,25.605,31.9988,
153,0.0269,1.2113,0.0547,72.8734,25.605,31.0012,
154,0.0273,0.9408,0.0547,72.9227,25.5992,32.0,
155,0.0268,1.1087,0.0547,72.9511,25.5992,31.9988,
156,0.0272,1.2964,0.3826,72.8818,25.6085,31.0,
157,0.0268,1.0637,0.3826,72.9082,25.6047,31.0012,
158,0.0272,1.143,0.0547,72.7523,25.5986,32.0,
159,0.0269,1.5227,0.0547,72.9011,25.6031,32.0,
160,0.0267,1.0267,0.3826,72.9178,25.6038,32.0,
161,0.0267,0.7589,0.0547,72.6988,25.5921,31.9988,
162,0.0266,1.0745,0.0547,72.8095,25.5882,31.0012,
163,0.0273,0.8181,0.0547,72.8993,25.5986,32.0,
164,0.0267,1.1793,0.0547,72.7383,25.6015,32.0,
165,0.0272,1.217,0.0547,72.7335,25.5985,32.0,
166,0.0272,1.3842,-0.2732,72.7948,25.5945,32.0,
167,0.0269,1.2627,0.0547,72.798,25.5971,31.9988,
168,0.0274,1.2797,0.0547,72.9123,25.6,31.0012,
169,0.027,1.3761,0.0547,72.8445,25.5924,32.0,
170,0.0275,0.8053,0.3826,72.537,25.589,31.9988,
171,0.0269,1.2743,0.0547,72.7527,25.5999,31.0012,
172,0.0268,0.8524,0.0547,72.9142,25.5908,32.0,
173,0.0272,1.1714,0.0547,72.9125,25.5982,32.0,
174,0.0269,1.3112,0.0547,72.9261,25.602,32.0,
175,0.0271,1.072,0.0547,72.4538,25.5964,32.0,
176,0.0269,1.3135,0.0547,72.7434,25.6023,32.0,
177,0.0269,1.599,-0.2732,72.9185,25.6082,32.0,
178,0.027,1.1175,-0.2732,72.5895,25.5929,32.0,
179,0.0267,0.6328,0.0547,72.649,25.5983,32.0,
180,0.027,0.6033,0.0547,72.5497,25.5931,32.0,
181,0.0267,1.0164,0.0547,72.7481,25.5938,32.0,
182,0.0272,1.3438,0.0547,72.6604,25.6039,32.0,
183,0.0266,1.0747,-0.2732,72.7588,25.6061,32.0,
184,0.027,0.9257,-0.2732,72.6824,25.5943,32.0,
185,0.0269,1.0994,-0.2732,72.5357,25.6075,31.9988,
186,0.0271,1.1562,-0.2732,72.4527,25.6073,31.0025,
187,0.0274,1.1701,-0.2732,72.5269,25.6077,31.9988,
188,0.0275,0.7659,-0.2732,72.5547,25.6068,31.0012,
189,0.0268,0.4763,0.0547,72.696,25.6053,32.0,
190,0.0276,1.1948,0.3826,72.5302,25.5996,32.0,
191,0.0267,0.7164,0.0547,72.4079,25.5971,32.0,
192,0.0272,0.751,0.3826,72.6213,25.6082,32.0,
193,0.0268,1.0462,0.0547,72.4778,25.6091,32.0,
194,0.0269,0.6793,0.3826,72.4911,25.6084,32.0,
195,0.0268,0.8429,0.0547,72.5448,25.6046,32.0,
196,0.0266,1.0958,0.0547,72.5998,25.6031,32.0,
197,0.0268,0.6613,-0.6011,72.4783,25.6009,32.0,
198,0.0267,0.8388,0.3826,72.7071,25.5988,32.0,
199,0.0263,0.757,0.0547,72.6248,25.6017,32.0,
200,0.027,0.7609,0.0547,72.6076,25.6061,32.0,
201,0.0265,0.6058,0.3826,72.5957,25.6061,32.0,
202,0.027,0.9762,0.0547,72.5909,25.5997,32.0,
203,0.0264,0.7151,0.0547,72.7698,25.5936,32.0,
204,0.0275,0.6164,0.0547,72.6541,25.5891,32.0,
205,0.0266,0.9089,0.3826,72.7216,25.5987,32.0,
206,0.0276,1.0516,0.0547,72.7033,25.5941,32.0012,
207,0.0267,0.5848,0.0547,72.715,25.5945,32.9988,
208,0.027,0.5914,0.0547,72.6321,25.5839,32.0,
209,0.0265,0.5843,0.0547,72.6195,25.5867,31.9988,
210,0.0271,0.7858,0.0547,72.7377,25.5867,31.0025,
211,0.0264,0.9373,0.3826,72.8818,25.5927,32.9988,
212,0.0271,0.6172,0.3826,72.7387,25.5807,32.0,
213,0.0263,0.6132,0.3826,72.7953,25.5807,32.0,
214,0.0271,1.0888,0.3826,72.7236,25.5877,32.0,
215,0.0261,0.6594,0.3826,72.6921,25.5765,32.0,
216,0.0267,1.183,0.0547,72.7356,25.5808,32.0,
217,0.0264,0.7131,0.3826,72.7434,25.5814,32.0,
218,0.0268,1.1485,-0.2732,72.9443,25.5856,32.0,
219,0.0267,1.1383,0.3826,72.7257,25.5851,32.0,
220,0.0266,1.2055,0.0547,72.7834,25.5776,32.0015,
221,0.0272,0.8361,0.0547,72.8246,25.582,32.9986,
222,0.0268,1.1247,0.3826,72.8814,25.5901,32.0,
223,0.0269,1.2003,0.0547,72.7407,25.5921,32.0,
224,0.0264,1.2151,0.0547,72.7652,25.5966,32.0,
225,0.0268,0.9048,0.0547,72.7466,25.5972,32.0,
226,0.0268,0.9304,0.3826,72.7585,25.5913,32.0,
227,0.0266,1.2933,0.0547,72.7089,25.5944,32.0,
228,0.0269,0.8288,0.0547,72.6796,25.589,32.0,
229,0.0267,1.4258,0.0547,72.6363,25.5882,32.0,
230,0.0271,1.2506,0.0547,72.7532,25.5942,32.0,
231,0.0268,1.2388,0.0547,72.6951,25.5964,32.0,
232,0.0273,1.3443,0.0547,72.7547,25.5964,32.0,
233,0.0273,1.4239,0.0547,72.6567,25.5949,31.9986,
234,0.0267,1.2717,0.0547,72.624,25.5935,31.003,
235,0.0273,1.4945,0.0547,72.6338,25.5836,32.9986,
236,0.027,0.91,-0.2732,72.7269,25.5914,31.9986,
237,0.0273,1.3723,0.3826,72.7706,25.5885,31.0015,
238,0.0269,1.527,0.3826,72.6841,25.5938,32.0,
239,0.0271,1.3216,0.0547,72.7936,25.5952,32.0,
240,0.0272,1.3486,0.0547,72.8663,25.5976,32.0,
241,0.0269,1.3826,0.0547,72.6877,25.5963,32.0,
242,0.0274,1.28,0.3826,72.7963,25.6003,32.0,
243,0.0268,1.2798,0.0547,72.7574,25.6029,32.0,
244,0.0273,1.2125,0.3826,72.7654,25.6069,32.0,
245,0.027,1.2407,0.0547,72.7238,25.607,32.0,
246,0.0271,1.3089,0.0547,73.0028,25.5994,32.0,
247,0.0265,1.1277,0.3826,72.7641,25.6082,32.0,
248,0.0268,1.2645,0.0547,73.0071,25.6077,32.0,
249,0.0267,1.1459,0.0547,73.1022,25.605,32.0,
250,0.0267,1.2736,0.0547,73.0026,25.605,32.0015,
251,0.0269,1.2047,0.0547,73.0727,25.6118,32.9986,
252,0.0265,1.4623,-0.2732,72.8144,25.6115,31.9986,
253,0.027,1.1955,-0.2732,73.1006,25.6072,31.0015,
254,0.0265,0.9746,0.0547,72.7663,25.604,32.0,
255,0.0271,1.2398,0.0547,72.9138,25.6144,32.0,
256,0.0272,1.3652,0.3826,73.1406,25.6148,32.0,
257,0.0266,0.9594,0.0547,72.8063,25.6009,32.0,
258,0.027,1.058,-0.2732,72.8582,25.6005,32.0,
259,0.0269,1.0555,-0.2732,72.9083,25.6086,31.9986,
260,0.0271,1.4991,0.0547,73.0881,25.6032,31.0015,
261,0.0272,0.8368,0.7106,73.0978,25.6022,32.0,
262,0.0272,0.9878,0.3826,73.1012,25.5981,32.0,
263,0.027,0.9997,0.0547,72.988,25.6001,32.0,
264,0.0274,0.7925,0.0547,73.0711,25.6006,32.0,
265,0.0271,0.8179,0.3826,72.928,25.6081,32.0,
266,0.0273,1.0711,-0.2732,73.1877,25.6078,32.0,
267,0.0269,0.435,0.0547,73.0692,25.6034,32.0,
268,0.0273,0.7782,0.0547,73.0507,25.6126,32.0,
269,0.0268,0.8599,0.0547,73.1586,25.602,32.0,
270,0.0274,1.0984,-0.2732,72.9305,25.6163,32.0,
271,0.0266,0.7391,0.3826,73.0634,25.6056,32.0,
272,0.0273,0.7557,0.0547,73.2775,25.5985,32.0,
273,0.026,1.1331,0.0547,73.0435,25.6099,32.0,
274,0.0273,1.0373,0.0547,73.1431,25.5971,32.0,
275,0.0262,0.7494,0.3826,73.0704,25.5968,32.0,
276,0.0271,1.1521,0.0547,73.1875,25.6,32.0,
277,0.0262,1.0069,0.3826,73.067,25.5924,32.0,
278,0.0269,0.8002,0.0547,73.1348,25.5921,32.0,
279,0.0267,0.663,0.0547,73.1469,25.5849,32.0,
280,0.0269,0.9902,0.0547,73.1145,25.5849,32.0,
281,0.0264,1.103,0.3826,73.1685,25.5889,32.0,
282,0.0268,0.8531,0.0547,73.0096,25.5947,31.9986,
283,0.0265,0.5517,0.3826,73.1066,25.5998,31.0015,
284,0.0271,1.1177,0.0547,73.1561,25.5925,32.0,
285,0.0264,0.7814,0.0547,73.1525,25.5946,32.0,
286,0.0272,0.6201,-0.2732,73.0833,25.5971,31.9986,
287,0.0267,0.5418,0.0547,73.1393,25.5911,31.003,
288,0.0269,0.9633,-0.2732,73.1854,25.5968,32.9986,
289,0.0268,0.9444,0.0547,73.1759,25.5892,32.0,
290,0.027,0.6716,0.0547,73.1194,25.5926,32.0,
291,0.0271,0.8817,0.0547,73.0929,25.5939,32.0,
292,0.0271,0.5443,-0.2732,73.1222,25.5782,32.0,
293,0.0268,0.8942,-0.2732,73.1572,25.5782,32.0,
294,0.0269,0.5014,0.3826,73.1067,25.5896,32.0,
295,0.0272,0.8863,-0.2732,73.0496,25.5863,32.0,
296,0.0272,0.5213,0.0547,73.1093,25.5841,31.9986,
297,0.0273,0.6235,0.0547,73.0788,25.5911,31.003,
298,0.0273,0.5135,0.0547,73.2644,25.5842,32.9986,
299,0.0267,0.8644,0.0547,73.2313,25.5887,32.0,
300,0.0277,0.9105,-0.6011,73.1274,25.5921,32.0,
301,0.0276,0.8098,0.3826,73.0934,25.5934,31.0015,
302,0.0269,0.6404,0.0547,73.2447,25.5901,32.0,
303,0.0276,0.9186,-0.2732,73.1648,25.5846,32.0,
304,0.027,1.3775,-0.2732,73.2774,25.5883,32.0,
305,0.0272,0.4993,0.3826,73.2813,25.5923,32.0,
306,0.0273,0.8838,0.0547,73.3225,25.5863,32.0,
307,0.0272,0.546,0.3826,73.2484,25.5853,32.0,
308,0.0272,1.4955,-0.2732,73.3194,25.5893,32.0,
309,0.0272,0.9043,0.0547,73.2887,25.5802,32.0,
310,0.027,0.5067,0.0547,73.4218,25.589,32.0,
311,0.0271,0.5363,0.3826,73.3393,25.5836,32.0,
312,0.0273,0.507,0.0547,73.2491,25.5839,32.0,
313,0.0273,0.6105,0.0547,73.3433,25.5887,32.0,
314,0.0271,1.3105,0.0547,73.3269,25.5844,32.0015,
315,0.0274,1.1884,-0.2732,73.247,25.5719,32.9986,
316,0.0266,1.233,-0.2732,73.3311,25.5719,32.0,
317,0.0275,1.3351,-0.2732,73.3479,25.5713,32.0,
318,0.0268,1.2658,0.0547,73.3668,25.5645,32.0,
319,0.0274,1.4307,0.0547,73.3914,25.5721,32.0,
320,0.0264,1.3087,0.0547,73.2781,25.5721,32.0,
321,0.0276,1.3497,-0.6011,73.2061,25.5674,32.0,
322,0.0271,1.1812,0.0547,73.4028,25.5693,31.9986,
323,0.0272,1.2734,0.0547,73.1961,25.5677,32.9972,
324,0.0271,0.9199,0.3826,73.126,25.5692,31.0015,
325,0.0267,1.4729,0.0547,73.3322,25.5746,32.0,
326,0.0271,1.2138,0.0547,73.0279,25.5632,32.0,
327,0.0269,1.0206,0.0547,73.315,25.5698,32.0,
328,0.027,1.2992,0.0547,73.1824,25.5693,32.0,
329,0.027,1.5329,0.3826,73.1844,25.5734,32.0,
330,0.0271,1.1167,0.0547,73.1821,25.5651,32.0,
331,0.0266,1.3395,0.0547,73.3908,25.5689,32.0,
332,0.0271,0.9837,0.0547,73.2436,25.5778,31.9983,
333,0.0264,1.2791,0.3826,73.226,25.5703,31.0017,
334,0.0271,1.507,0.0547,72.9739,25.5669,32.0,
335,0.0263,0.9537,-0.2732,72.8678,25.5775,32.0,
336,0.0267,0.9218,0.3826,73.1061,25.5677,32.0,
337,0.0261,1.1267,0.3826,73.1076,25.5712,32.0,
338,0.0269,1.2731,0.0547,72.9179,25.5719,32.0,
339,0.0261,1.0151,0.0547,72.909,25.5765,32.0,
340,0.0272,1.1882,0.0547,73.0379,25.5765,31.9983,
341,0.026,0.6042,0.3826,72.9625,25.5744,31.0017,
342,0.027,0.9501,0.3826,72.9609,25.5803,32.0,
343,0.0259,0.6359,0.3826,72.9298,25.5823,32.0,
344,0.0271,0.5779,-0.2732,73.0047,25.5879,32.0,
345,0.026,0.7128,0.3826,72.8214,25.5811,32.0,
346,0.0259,0.9984,0.0547,73.0097,25.5835,32.0,
347,0.0271,0.9324,0.3826,72.8403,25.5816,32.0,
348,0.0265,0.4182,0.3826,72.8254,25.5862,32.0,
349,0.0269,0.7295,-0.2732,72.8179,25.5922,32.0,
350,0.0265,1.0546,0.0547,72.8965,25.5778,32.0,
351,0.0267,0.9937,0.0547,72.7905,25.5819,32.0,
352,0.0267,0.5863,0.0547,72.8488,25.5937,31.9983,
353,0.0263,1.1047,0.0547,72.7443,25.5964,31.0017,
354,0.0269,0.6542,-0.2732,72.75,25.5835,32.0,
355,0.0261,1.049,0.0547,72.7671,25.5763,31.9983,
356,0.0268,1.0807,0.3826,72.8768,25.5766,31.0017,
357,0.0263,0.8262,0.3826,72.83,25.5803,32.0,
358,0.0271,0.7647,0.3826,72.7201,25.5847,31.9983,
359,0.0262,1.0243,-0.2732,72.7694,25.5818,31.0017,
360,0.0271,0.6393,0.7106,72.8774,25.5841,32.0,
361,0.0262,0.6234,0.0547,72.8331,25.5789,31.9983,
362,0.0271,0.6957,0.0547,72.7199,25.5751,31.0017,
363,0.0262,0.6108,0.0547,72.9188,25.5748,31.9983,
364,0.0271,0.5515,0.0547,72.6561,25.5827,31.0017,
365,0.0263,1.2202,0.7106,72.7237,25.5824,32.0,
366,0.027,1.3417,-0.2732,72.8249,25.5799,31.9983,
367,0.0266,0.4343,0.3826,72.6053,25.5686,31.0017,
368,0.0268,0.7166,0.0547,72.6954,25.5826,32.0,
369,0.0265,0.6883,0.3826,72.5555,25.576,32.0,
370,0.0268,0.6814,0.3826,72.5861,25.5702,31.9983,
371,0.0264,0.7842,0.0547,72.4391,25.5674,31.0017,
372,0.0264,0.8374,0.0547,72.527,25.5635,32.0,
373,0.0265,0.7195,-0.2732,72.4705,25.5757,32.0,
374,0.0266,0.6564,0.0547,72.3785,25.5667,32.0,
375,0.0265,0.6903,0.0547,72.3445,25.5727,32.0,
376,0.0264,0.7005,-0.2732,72.338,25.5702,31.9983,
377,0.0264,1.2409,-0.2732,72.1946,25.5771,31.0017,
378,0.0263,1.1749,0.3826,72.114,25.583,32.0,
379,0.0262,1.2606,0.7106,72.0193,25.5848,32.0,
380,0.0263,1.0673,0.0547,72.0437,25.5867,31.9983,
381,0.026,1.3301,0.3826,71.8552,25.5956,31.0017,
382,0.0264,0.8796,-0.2732,71.8763,25.5933,32.0,
383,0.0261,1.0091,0.0547,71.8384,25.5919,31.9983,
384,0.0266,0.6234,0.7106,71.7496,25.6063,31.0017,
385,0.0261,1.3472,0.3826,71.5812,25.6275,32.0,
386,0.0267,1.2959,0.3826,71.6966,25.6278,32.0,
387,0.0263,1.0006,0.0547,71.665,25.6366,32.0,
388,0.0268,1.2901,0.0547,71.5518,25.6401,31.9983,
389,0.0263,1.489,0.0547,71.5779,25.6523,31.0017,
390,0.0266,1.4807,-0.2732,71.4709,25.6648,32.0,
391,0.0262,1.0715,0.0547,71.4207,25.6652,31.9983,
392,0.0263,1.2013,0.0547,71.3742,25.677,32.0,
393,0.0266,1.2933,0.0547,71.2182,25.6847,31.9983,
394,0.0263,1.1494,0.0547,71.2705,25.6936,31.0017,
395,0.0266,1.3346,0.0547,71.0929,25.6887,31.9983,
396,0.0263,1.0778,0.0547,71.4135,25.6943,31.0017,
397,0.0267,1.0675,0.0547,71.2392,25.6974,31.9983,
398,0.0267,1.2694,0.3826,71.123,25.6988,31.0017,
399,0.0264,1.3485,0.3826,70.9788,25.7121,31.9983,
400,0.0265,1.1344,0.0547,71.1646,25.7213,31.0017,
401,0.0266,1.1943,0.0547,70.9407,25.7165,31.9983,
402,0.0268,1.3467,0.0547,71.1536,25.728,31.0017,
403,0.0264,1.1836,0.0547,71.2634,25.7284,31.9983,
404,0.0267,0.7665,0.0547,71.0641,25.7341,31.0017,
405,0.0265,0.7942,0.0547,70.7892,25.7329,31.9983,
406,0.0269,1.1811,0.3826,71.0034,25.7408,31.0017,
407,0.0264,1.3446,0.0547,70.8423,25.7527,32.0,
408,0.0268,1.1434,0.0547,70.7012,25.7579,31.9983,
409,0.0262,0.7167,0.0547,70.7519,25.7551,31.0017,
410,0.0267,1.1125,-0.6011,70.8747,25.7549,32.0,
411,0.0265,1.3397,-0.6011,70.5362,25.7549,32.0,
412,0.0266,1.382,0.3826,70.6825,25.755,32.0,
413,0.0266,1.2131,0.3826,70.5624,25.7621,31.0017,
414,0.0268,0.7753,0.0547,70.4087,25.7613,32.0017,
415,0.0261,1.206,0.0547,70.5225,25.7596,32.9983,
416,0.0269,1.2534,0.0547,70.4399,25.7562,31.9983,
417,0.0261,0.7169,-0.2732,70.4418,25.7549,31.0017,
418,0.0268,0.6613,0.0547,70.2098,25.7433,32.0,
419,0.0258,1.0575,-0.2732,70.4681,25.7506,32.0,
420,0.0269,1.2241,0.0547,70.3448,25.7348,32.0,
421,0.0256,1.0368,0.3826,70.33,25.7292,32.0,
422,0.0269,0.6166,0.0547,70.3325,25.729,32.0,
423,0.0259,0.6262,0.0547,70.1246,25.7217,31.9983,
424,0.0269,0.6601,0.0547,70.2568,25.734,31.0035,
425,0.0259,1.0369,0.0547,70.2806,25.726,32.9983,
426,0.0267,0.4185,0.0547,69.9788,25.7222,31.9983,
427,0.0259,1.0926,0.0547,69.9867,25.7246,31.0035,
428,0.0269,0.6168,0.3826,70.0072,25.734,32.9967,
429,0.0262,0.9894,0.3826,69.8615,25.7264,31.0017,
430,0.0268,0.4455,0.0547,70.0378,25.7233,32.0,
431,0.0263,0.6033,0.0547,69.8757,25.7192,31.9983,
432,0.0267,0.9286,0.0547,69.7496,25.7272,31.0017,
