t_offset_s,vibration_g,current_a,pressure_bar,temp_motor_c,temp_fluid_c,flow_lpm,label
270,0.0269,1.1806,0.0547,69.4821,24.3519,32.0367,
271,0.0274,1.2028,0.0547,69.4137,24.3542,32.9644,
272,0.0277,1.3407,0.0547,69.6185,24.3598,32.0,
273,0.0273,1.1037,0.0547,69.277,24.3527,32.0367,
274,0.0271,0.9191,0.0547,69.3641,24.3497,32.9644,
275,0.0279,0.8659,0.0547,69.4076,24.3487,32.0367,
276,0.028,1.2814,-0.2732,69.3062,24.3587,32.9644,
277,0.0273,1.3108,0.0547,69.3146,24.3525,32.0,
278,0.0275,1.2416,-0.2732,69.3946,24.3542,32.0,
279,0.0275,0.7999,0.3826,69.3678,24.3498,32.0367,
280,0.0283,0.5302,0.0547,69.428,24.3469,32.9644,
281,0.0278,1.2495,0.0547,69.3664,24.3473,32.0,
282,0.0278,1.0663,0.0547,69.2466,24.3507,32.0,
283,0.0276,0.8228,0.0547,69.3932,24.3503,32.0367,
284,0.0276,0.7268,-0.2732,69.4065,24.3518,32.9644,
285,0.0278,1.2169,0.0547,69.5609,24.3603,31.9644,
286,0.0275,1.1956,0.0547,69.3202,24.3512,31.0745,
287,0.0275,0.5871,0.0547,69.5778,24.3589,32.9644,
288,0.0274,0.7343,0.0547,69.4559,24.3537,32.0,
289,0.0271,0.5993,0.3826,69.5261,24.3604,32.0,
290,0.0271,0.8084,0.0547,69.4157,24.3394,32.0,
291,0.0274,0.9184,0.0547,69.4209,24.3426,32.0369,
292,0.0274,0.738,0.0547,69.2087,24.3417,32.9642,
293,0.0275,0.8922,0.0547,69.3504,24.3466,32.0,
294,0.0272,0.8234,0.7106,69.4182,24.3545,32.0,
295,0.0279,1.0416,-0.2732,69.6008,24.3417,32.0369,
296,0.0276,0.5519,-0.6011,69.4069,24.3476,32.9642,
297,0.0278,0.8002,0.0547,69.3442,24.3493,32.0,
298,0.0274,0.5638,0.3826,69.4592,24.3509,32.0,
299,0.0276,0.8964,0.3826,69.3506,24.3502,32.0,
300,0.0279,0.7052,0.0547,69.3221,24.3407,32.0369,
301,0.0277,1.0204,0.3826,69.4775,24.3548,32.9642,
302,0.0277,1.0052,0.0547,69.6443,24.3453,32.0,
303,0.0273,0.9723,0.0547,69.5231,24.3453,32.0,
304,0.0274,0.4004,0.0547,69.5813,24.3525,32.0,
305,0.0277,0.7003,0.0547,69.457,24.3525,32.0369,
306,0.0279,0.8124,0.0547,69.5218,24.345,32.9642,
307,0.0273,0.733,0.0547,69.4126,24.3485,32.0,
308,0.0269,0.7012,-0.2732,69.4383,24.3424,31.9642,
309,0.0273,0.7156,-0.2732,69.4192,24.3459,31.0369,
310,0.0275,0.789,0.3826,69.4928,24.3449,32.0,
311,0.0276,1.2007,0.0547,69.442,24.3468,32.0,
312,0.0275,1.3048,0.0547,69.413,24.3448,32.0369,
313,0.0272,1.1696,0.7106,69.2764,24.3536,32.0,
314,0.0277,1.2444,0.3826,69.4103,24.3487,32.0,
315,0.0276,1.4011,0.0547,69.401,24.347,32.0369,
316,0.0278,1.4148,0.0547,69.3545,24.3476,32.9642,
317,0.0273,0.9987,-0.2732,69.3558,24.3442,32.0,
318,0.0276,0.9155,0.0547,69.3874,24.3382,32.0,
319,0.0278,1.3303,0.3826,69.4084,24.3366,32.0,
320,0.0277,1.1084,-0.2732,69.3822,24.3298,32.0,
321,0.0278,1.2437,0.0547,69.4758,24.3372,32.0369,
322,0.0276,1.1307,-0.2732,69.3601,24.3359,32.9642,
323,0.0275,1.3773,0.0547,69.4486,24.3333,32.0,
324,0.0277,1.2516,-0.2732,69.5041,24.3359,32.0,
325,0.0274,1.1432,0.0547,69.4379,24.3366,32.0369,
326,0.0276,1.1,0.3826,69.555,24.3406,32.9642,
327,0.0273,1.2952,0.3826,69.4107,24.3341,32.0369,
328,0.0273,1.1107,0.3826,69.4253,24.3369,32.0369,
329,0.0273,1.1556,0.3826,69.3698,24.3431,32.9642,
330,0.0275,1.2889,-0.2732,69.7676,24.3503,32.0,
331,0.0272,0.6257,0.3826,69.7282,24.3449,32.0,
332,0.0273,1.29,0.0547,69.7128,24.3468,32.0,
333,0.0275,1.3809,0.3826,69.7453,24.3345,32.0,
334,0.0274,1.048,0.0547,69.7738,24.3444,32.0369,
335,0.0276,1.1903,-0.2732,69.6955,24.3356,32.9642,
336,0.0272,1.2076,0.0547,69.7723,24.3365,32.0,
337,0.0272,1.3212,0.0547,69.4459,24.3449,32.0369,
338,0.0276,1.1083,0.0547,69.4945,24.3481,32.9642,
339,0.0275,1.0147,0.0547,69.7689,24.3507,32.0369,
340,0.0271,1.263,0.0547,69.78,24.3497,32.9642,
341,0.0272,1.298,0.0547,69.6591,24.3532,32.0369,
342,0.0275,0.6358,0.0547,69.4568,24.3482,32.9642,
343,0.0273,0.5804,0.0547,69.5435,24.3473,32.0,
344,0.0278,0.938,0.3826,69.5776,24.3485,32.0369,
345,0.0271,0.9608,0.3826,69.6903,24.3455,32.9642,
346,0.0272,0.6033,0.7106,69.7624,24.3472,32.0,
347,0.0276,0.8638,0.3826,69.7982,24.3472,32.0369,
348,0.0277,0.4368,-0.2732,69.8002,24.3445,32.9642,
349,0.0277,0.5603,0.0547,69.6706,24.3416,32.0,
350,0.027,0.9417,0.0547,69.8461,24.3396,32.0,
351,0.027,0.516,0.3826,69.8059,24.3479,32.0,
352,0.0278,0.6096,0.3826,69.7238,24.3441,32.0369,
353,0.0277,0.6054,0.0547,69.6961,24.3346,32.0,
354,0.0273,0.504,0.0547,69.6904,24.3399,32.0,
355,0.0273,0.949,-0.6011,69.7595,24.3446,32.0,
356,0.0279,0.562,0.0547,69.7301,24.353,32.0369,
357,0.0278,0.9059,0.3826,69.6659,24.3374,32.9642,
358,0.0282,0.8508,0.0547,69.8348,24.3414,32.0,
359,0.0273,0.6933,-0.2732,69.6975,24.3397,32.0,
360,0.0275,0.611,0.7106,69.6294,24.3423,32.0369,
361,0.0279,0.9541,0.7106,69.6109,24.3537,32.9642,
362,0.0279,0.8209,0.3826,69.6961,24.3446,32.0,
363,0.0281,0.8359,0.0547,69.685,24.3391,32.0369,
364,0.0276,0.7996,0.3826,69.7022,24.3475,32.9642,
365,0.0276,0.6508,0.3826,69.8226,24.3489,32.0,
366,0.028,0.5543,0.0547,69.8012,24.3395,32.0,
367,0.0282,1.102,-0.2732,69.745,24.338,32.0369,
368,0.0272,0.5665,0.0547,69.7524,24.3411,32.9642,
369,0.0273,0.8298,0.0547,69.8406,24.3471,32.0,
370,0.0277,0.7228,-0.2732,69.803,24.3362,32.0369,
371,0.0279,0.6685,0.0547,69.8408,24.3441,32.9642,
372,0.0279,1.2454,0.0547,69.7683,24.3334,32.0,
373,0.0269,1.1977,-0.2732,69.8067,24.3405,32.0,
374,0.0272,1.0122,0.7106,69.6744,24.3376,32.0,
375,0.0273,0.8194,0.0547,69.7914,24.3395,32.0369,
376,0.0274,0.7478,0.3826,69.701,24.3329,33.0,
377,0.0276,0.701,0.3826,69.7163,24.337,32.9642,
378,0.0269,1.311,0.0547,69.6601,24.3387,32.0,
379,0.0277,0.6176,0.3826,69.7107,24.3354,32.9642,
380,0.0276,0.8026,0.0547,69.8546,24.3342,32.0,
381,0.0279,0.7632,-0.6011,69.8098,24.3364,32.0369,
382,0.0272,0.5313,0.0547,69.8442,24.3358,32.9642,
383,0.0273,1.2889,0.0547,69.7433,24.3459,32.0,
384,0.0278,1.2253,0.0547,69.6726,24.3541,32.0,
385,0.0277,0.9062,0.3826,69.5865,24.35,32.0,
386,0.0282,0.9322,0.3826,69.3733,24.3419,32.0,
387,0.0278,1.2997,-0.2732,69.7536,24.351,32.0,
388,0.0273,0.989,-0.2732,69.7274,24.3455,32.0369,
389,0.0277,0.6494,-0.2732,69.7588,24.339,32.9642,
390,0.0276,0.6325,0.3826,69.858,24.3428,32.0,
391,0.0281,0.9445,-0.2732,69.836,24.3476,32.0,
392,0.0272,0.7791,0.0547,69.9215,24.3521,32.0369,
393,0.0276,1.0278,0.0547,69.9934,24.343,32.9642,
394,0.0274,1.3975,0.3826,69.7415,24.3487,32.0,
395,0.0279,1.0698,0.3826,69.8182,24.3504,32.0,
396,0.0275,0.8208,0.7106,69.7071,24.3527,32.0369,
397,0.0273,1.0724,0.0547,69.8944,24.3511,32.9642,
398,0.0271,1.1726,-0.2732,69.7707,24.3596,32.0,
399,0.0273,0.8469,0.3826,69.9313,24.3455,32.0369,
400,0.0278,0.7934,0.3826,69.7384,24.3563,32.9642,
401,0.0273,0.8462,0.0547,69.8833,24.3502,32.0,
402,0.0278,1.4025,-0.2732,69.9378,24.3621,32.0,
403,0.0274,1.3319,0.0547,69.891,24.3532,32.0,
404,0.0272,1.1858,0.0547,69.9971,24.3514,32.0,
405,0.0277,1.461,-0.2732,69.8676,24.3572,32.0,
406,0.0274,0.9616,0.0547,69.8342,24.3519,32.0369,
407,0.0282,0.9493,0.0547,70.0375,24.356,32.9642,
408,0.0281,1.216,0.3826,70.0038,24.3686,32.0,
409,0.0276,1.0847,0.0547,69.8731,24.3654,32.0,
410,0.0274,1.2804,-0.2732,70.0665,24.3629,32.0,
411,0.0276,1.3282,0.3826,69.8796,24.3632,32.0,
412,0.0282,1.0008,0.0547,69.9933,24.3631,32.0,
413,0.0277,1.1089,-0.2732,69.944,24.3639,32.0,
414,0.0275,1.0296,0.0547,69.9291,24.3627,32.0,
415,0.0271,1.2122,-0.2732,69.9914,24.36,32.0372,
416,0.0274,1.3842,0.0547,69.7731,24.375,32.9639,
417,0.0278,1.2966,0.3826,69.9548,24.3657,32.0,
418,0.0278,1.2384,0.0547,69.8803,24.3758,32.0372,
419,0.0278,1.315,0.0547,69.9006,24.3717,32.9639,
420,0.0269,1.306,-0.2732,69.8816,24.3795,32.0,
421,0.027,0.9763,0.0547,69.8967,24.3701,32.0372,
422,0.0273,1.0459,0.0547,69.9764,24.3716,32.9639,
423,0.0271,1.3119,-0.2732,69.9239,24.3697,32.0,
424,0.0279,1.0066,0.3826,69.6665,24.3798,32.0,
425,0.0276,0.9649,-0.6011,69.5395,24.3765,32.0,
426,0.0273,1.2366,0.0547,69.7027,24.3595,32.0372,
