t_offset_s,vibration_rms_g,vibration_kurtosis,vibration_crest_factor,rpm,label
7.2,0.2921679307226113,5.31178663778478,4.120256263340203,1797.0,bearing_wear
7.3,0.28835789138927287,5.22402544744747,4.487897565098011,1797.0,bearing_wear
7.4,0.28744610006226,5.9023940862002195,5.443021037063283,1797.0,bearing_wear
7.5,0.28856408592765065,5.73974074977962,5.425873460779249,1797.0,bearing_wear
7.6,0.2863569212787089,5.764923972182755,4.613987814261427,1797.0,bearing_wear
7.7,0.2925726968316533,5.49341408909876,5.317665282860969,1797.0,bearing_wear
7.8,0.2961409534625012,6.22294784260075,5.3506773450008716,1797.0,bearing_wear
7.9,0.28928049669709527,5.650749728775596,4.918303576085819,1797.0,bearing_wear
8.0,0.2836357002781384,5.32995148644293,5.313983985035215,1797.0,bearing_wear
8.1,0.29077175674944317,5.145671363383585,5.196976586959874,1797.0,bearing_wear
8.2,0.2870243634661406,5.628166366254497,4.8403823560244605,1797.0,bearing_wear
8.3,0.28313808853047473,5.094438634895461,5.272264321847672,1797.0,bearing_wear
8.4,0.2995090140537537,5.068968862366448,4.543708045868118,1797.0,bearing_wear
8.5,0.29116185017103585,5.044753765248599,4.906049779869902,1797.0,bearing_wear
8.6,0.2902623672707004,5.0121100820738445,4.952031765569304,1797.0,bearing_wear
8.7,0.28911526063020493,4.959003911605558,4.1311742118992605,1797.0,bearing_wear
8.8,0.28338380858156625,5.117636873565886,4.632015816299955,1797.0,bearing_wear
8.9,0.2964521708969874,5.016455947791254,4.403715897152897,1797.0,bearing_wear
9.0,0.3020371821135348,5.158202055453257,4.981089285527633,1797.0,bearing_wear
9.1,0.2892475933407112,5.1476833696246596,5.094075441936829,1797.0,bearing_wear
9.2,0.29120049629162176,5.069356743636499,4.523855278310907,1797.0,bearing_wear
9.3,0.28863505031296066,5.003080418981205,5.152721564105234,1797.0,bearing_wear
9.4,0.2995573382371357,4.9081704474555075,4.110801377157573,1797.0,bearing_wear
9.5,0.30313452005223523,4.835069804467809,4.529018062114114,1797.0,bearing_wear
9.6,0.2951272892136443,5.195192054080016,4.769680357523029,1797.0,bearing_wear
9.7,0.29469672245017386,4.867276627676036,4.750742972617363,1797.0,bearing_wear
9.8,0.2921730993560784,5.730439778067161,5.609587134113204,1797.0,bearing_wear
9.9,0.2833502217677997,6.0343159996218905,5.52456721418128,1797.0,bearing_wear
10.0,0.290654660664644,5.747053629497818,4.964908146715673,1797.0,bearing_wear
10.1,0.2957778033319975,6.194639658809933,5.496738413963914,1797.0,bearing_wear
10.2,0.2907796731887986,4.948073370261852,4.42203016780707,1797.0,bearing_wear
10.3,0.28961954988216265,5.503573904649763,4.370197148131388,1797.0,bearing_wear
10.4,0.29439749385794206,5.5908393200201765,5.441402467488369,1797.0,bearing_wear
10.5,0.2943054596941177,5.962627345370834,5.785298824254705,1797.0,bearing_wear
10.6,0.2849771677165285,5.519944297122892,4.707006221394929,1797.0,bearing_wear
10.7,0.2908042438115131,5.742132924047992,5.678443709413085,1797.0,bearing_wear
10.8,0.29175094428207465,5.058411594218894,4.555406786454002,1797.0,bearing_wear
10.9,0.2936402923244775,5.678365925350088,5.500241408373464,1797.0,bearing_wear
11.0,0.29758230926205803,5.696944473257249,5.591135568703897,1797.0,bearing_wear
11.1,0.29022680847956706,5.575970718665739,4.5989185770611325,1797.0,bearing_wear
11.2,0.2905824234584669,5.242597886933514,4.848752717387413,1797.0,bearing_wear
11.3,0.29679834519321596,5.00827793775882,4.043387565862967,1797.0,bearing_wear
11.4,0.29358668942359856,5.50141663626092,5.306491695519258,1797.0,bearing_wear
11.5,0.2919272610979588,5.691112604544416,4.785240372942446,1797.0,bearing_wear
11.6,0.2798661946655552,5.756507586980174,5.683884855939275,1797.0,bearing_wear
11.7,0.2889741543170715,5.394759797205733,4.839763162802848,1797.0,bearing_wear
11.8,0.2873928664925394,5.045808235583273,4.100543206412737,1797.0,bearing_wear
11.9,0.2920789633356026,5.840668761155589,5.249351655151769,1797.0,bearing_wear
12.0,0.2926738427656712,5.270661964787207,4.44891141516363,1797.0,bearing_wear
12.1,0.2879377389925005,5.408204596913289,4.69020029603639,1797.0,bearing_wear
12.2,0.2933612483314348,5.308229770289692,4.956753114829555,1797.0,bearing_wear
12.3,0.28519109116262686,5.536113072273581,4.825932144937132,1797.0,bearing_wear
12.4,0.29202479608532483,5.3221111679011255,4.79977301010219,1797.0,bearing_wear
12.5,0.2958156043616534,5.1282294059848885,4.428018221196124,1797.0,bearing_wear
12.6,0.2853476573273009,5.013861866979048,4.353650153961262,1797.0,bearing_wear
12.7,0.29411680871051493,4.978830563265365,4.497224307839288,1797.0,bearing_wear
12.8,0.2913349629441287,5.217456811011598,4.736425773278502,1797.0,bearing_wear
12.9,0.28947174365712897,5.621876172717368,5.177669237005189,1797.0,bearing_wear
13.0,0.29556103874932294,4.879347519435282,4.279048163828995,1797.0,bearing_wear
13.1,0.2900204100460357,4.908568456259865,4.436967376193049,1797.0,bearing_wear
13.2,0.28982987099334223,5.083305736203831,4.961663194563711,1797.0,bearing_wear
13.3,0.29824636087949885,5.239530997398235,5.074900275258302,1797.0,bearing_wear
13.4,0.30127591548682187,4.6346296205152555,4.499268238864326,1797.0,bearing_wear
13.5,0.29938507562153177,5.140641539773737,4.847253812131664,1797.0,bearing_wear
13.6,0.28814466410757184,5.21631799624326,4.322100301866505,1797.0,bearing_wear
13.7,0.2886282155031826,5.1842646985050225,5.1444018332355705,1797.0,bearing_wear
13.8,0.29046588952141067,4.955010462034991,4.637634157861517,1797.0,bearing_wear
13.9,0.2963479146565029,5.387944165563266,4.883776582891049,1797.0,bearing_wear
14.0,0.28933933347595947,5.396782044488235,4.576533586833374,1797.0,bearing_wear
14.1,0.29532469062607175,5.37519571123104,5.888537444381467,1797.0,bearing_wear
14.2,0.29225643203610296,5.366026141546895,5.081648266458348,1797.0,bearing_wear
14.3,0.29109875209086183,5.802451304666123,5.495252542976625,1797.0,bearing_wear
14.4,0.29243453533355723,5.461326545180423,5.31906671221645,1797.0,bearing_wear
14.5,0.2960802389613363,5.238881453504897,4.75871784051502,1797.0,bearing_wear
14.6,0.28798729932889866,5.73606746749628,5.89022524199219,1797.0,bearing_wear
14.7,0.2855324868973943,5.675804636336549,5.065351445383217,1797.0,bearing_wear
14.8,0.2912334180003699,6.2791914293507265,5.379488511669755,1797.0,bearing_wear
14.9,0.2948067465499951,5.561498834741961,4.759438741204839,1797.0,bearing_wear
