t_offset_s,vibration_rms_g,vibration_kurtosis,vibration_crest_factor,rpm,label
7.2,0.6985126298880963,7.772545199038226,4.760181797029361,1796.0,bearing_wear
7.3,0.6839762029860016,7.481873220257321,4.60783224771772,1796.0,bearing_wear
7.4,0.6828926917474885,7.563523444966188,4.767970451282367,1796.0,bearing_wear
7.5,0.6407613425505433,8.090647840036388,5.450321449667792,1796.0,bearing_wear
7.6,0.7168314693568579,7.294488979991221,4.369444594880482,1796.0,bearing_wear
7.7,0.6768138032856814,7.432882096264878,4.741794656474612,1796.0,bearing_wear
7.8,0.6788224922404241,7.3068274875532415,4.5740197776038265,1796.0,bearing_wear
7.9,0.639024643146758,8.049800157708837,4.9014626005623825,1796.0,bearing_wear
8.0,0.6597178018585331,7.490350044449306,4.697245062805286,1796.0,bearing_wear
8.1,0.6943627792423136,7.048655039381212,4.168705608233522,1796.0,bearing_wear
8.2,0.6435488513301878,7.213381858157507,5.033592349912017,1796.0,bearing_wear
8.3,0.6514860084238683,7.9130873583535735,5.167991496612555,1796.0,bearing_wear
8.4,0.6108499739048184,7.66560773844558,4.99590755565051,1796.0,bearing_wear
8.5,0.6479839496068587,7.11910808547863,4.886961870294294,1796.0,bearing_wear
8.6,0.6642069283835902,7.218989178574143,4.764542915671046,1796.0,bearing_wear
8.7,0.6250034396239917,7.460446126494966,4.697598099342007,1796.0,bearing_wear
8.8,0.6312546434485063,8.057740015947275,4.73599456875619,1796.0,bearing_wear
8.9,0.6346914180650897,7.395267669016936,4.273992982190401,1796.0,bearing_wear
9.0,0.6633153608970506,7.403142679729847,4.616670235544896,1796.0,bearing_wear
9.1,0.6689158739516528,7.874609582383188,4.977478037988577,1796.0,bearing_wear
9.2,0.6263634458681955,7.830261537326359,4.9571020235484635,1796.0,bearing_wear
9.3,0.6700588769940937,8.029002393594341,4.946563557555115,1796.0,bearing_wear
9.4,0.6601624633548441,7.54782184583791,4.921065306108094,1796.0,bearing_wear
9.5,0.703844390500087,7.450728917385836,4.465068863334647,1796.0,bearing_wear
9.6,0.6505676730460489,7.951127655111021,5.047324488673398,1796.0,bearing_wear
9.7,0.7091284127893628,7.7378322683274305,4.56350896944914,1796.0,bearing_wear
9.8,0.6910821278929349,7.784558121918646,4.630378831593769,1796.0,bearing_wear
9.9,0.6985263443370351,7.036049427634366,4.286869981415678,1796.0,bearing_wear
10.0,0.701768667819154,7.999454635785263,4.88102555083851,1796.0,bearing_wear
10.1,0.6820386354440956,7.454873328268325,4.740002987595657,1796.0,bearing_wear
10.2,0.7098824723629568,7.34776482351845,4.567814256142375,1796.0,bearing_wear
10.3,0.6906650517516607,7.739650331606475,4.720194029832604,1796.0,bearing_wear
10.4,0.704146218295483,7.644369367620147,4.444123525971896,1796.0,bearing_wear
10.5,0.6845367381751626,7.772817102818181,4.683551947555384,1796.0,bearing_wear
10.6,0.7106965894709777,7.547816402609995,4.710572800756077,1796.0,bearing_wear
10.7,0.714907760258537,7.523609579786733,4.844713187390326,1796.0,bearing_wear
10.8,0.6630919010343871,7.837694097492341,4.682529676725763,1796.0,bearing_wear
10.9,0.6776056114916864,7.43114525669199,4.739849476340732,1796.0,bearing_wear
11.0,0.6920971459546174,7.375261477164554,4.632975991621993,1796.0,bearing_wear
11.1,0.6835472006662329,7.340027516158633,4.733106497186201,1796.0,bearing_wear
11.2,0.6714623294090273,8.03432828999086,4.915661969052483,1796.0,bearing_wear
11.3,0.6133406905322477,7.823553441675842,4.40886910667655,1796.0,bearing_wear
11.4,0.6948528738387164,6.9332584342227195,4.414144997890991,1796.0,bearing_wear
11.5,0.675442795182785,7.590526688270842,4.675064927298775,1796.0,bearing_wear
11.6,0.6575222826833423,7.195760564087654,4.930325841683501,1796.0,bearing_wear
11.7,0.6501531980707702,7.958189005428812,4.924372312073331,1796.0,bearing_wear
11.8,0.6316692563815443,7.260250358729181,4.649311512375813,1796.0,bearing_wear
11.9,0.6764092287900422,7.133102469304829,4.526100439612307,1796.0,bearing_wear
12.0,0.6606008511424054,7.229391231382501,4.962674511119139,1796.0,bearing_wear
12.1,0.6507953822991841,7.576843050474242,4.607519623781663,1796.0,bearing_wear
12.2,0.6277297759144036,7.908511645829725,5.522713577569324,1796.0,bearing_wear
12.3,0.6611819172777911,7.512675739959749,4.753175473391389,1796.0,bearing_wear
12.4,0.6629759609124005,7.3352171838350335,5.018398465506035,1796.0,bearing_wear
12.5,0.6523511468369245,8.037238637374685,5.105735387266763,1796.0,bearing_wear
12.6,0.640664234401646,8.000522041127006,4.997941703426786,1796.0,bearing_wear
12.7,0.6436590176596069,7.887056357975251,4.905287967240232,1796.0,bearing_wear
12.8,0.6703437707244201,7.0483380516975975,4.983837661872701,1796.0,bearing_wear
12.9,0.674074626578157,7.63256700953082,4.9309508343138635,1796.0,bearing_wear
13.0,0.642723127526985,8.1684220390142,4.974981281979566,1796.0,bearing_wear
13.1,0.677381502643723,7.754091187163502,4.724032237962199,1796.0,bearing_wear
13.2,0.6491092862678417,8.169042876331204,5.251351767286625,1796.0,bearing_wear
13.3,0.6885652329342619,7.347188979573104,4.548224556809997,1796.0,bearing_wear
13.4,0.673887823055092,7.638372432830143,4.538214374203942,1796.0,bearing_wear
13.5,0.6916787232735576,8.2695606673968,5.066126394264506,1796.0,bearing_wear
13.6,0.6937467220728288,7.71006838835431,4.452206970848533,1796.0,bearing_wear
13.7,0.6834494727349228,7.393044159226415,4.50918556812945,1796.0,bearing_wear
13.8,0.6939093294418988,8.063846827712414,5.231843694363494,1796.0,bearing_wear
13.9,0.6725134229335438,7.939874815865814,4.913413642114076,1796.0,bearing_wear
14.0,0.7198467105146362,7.81914266630934,4.5869489317243515,1796.0,bearing_wear
14.1,0.6987756822595039,7.587124954587358,4.622983776809349,1796.0,bearing_wear
14.2,0.697636454268512,7.426120992598915,4.916921745283622,1796.0,bearing_wear
14.3,0.6758668758795615,8.147976729186617,4.829551570918223,1796.0,bearing_wear
14.4,0.6923863168875211,7.368544608903569,4.734852388078886,1796.0,bearing_wear
14.5,0.7130436102480356,7.4771637846281465,4.692789647874008,1796.0,bearing_wear
14.6,0.667718241247358,7.733060512625011,4.700564700086507,1796.0,bearing_wear
14.7,0.6731608807564199,7.574093327348892,4.639636001391399,1796.0,bearing_wear
14.8,0.6676055943586444,7.3879255580965095,4.589435230353333,1796.0,bearing_wear
14.9,0.6877843903347943,7.256563838566021,4.683872963459825,1796.0,bearing_wear
