t_offset_s,vibration_g,current_a,pressure_bar,temp_motor_c,temp_fluid_c,flow_lpm,label
42,0.0279,1.0763,0.3826,67.942,24.3055,32.0,
43,0.0277,1.1989,0.0547,67.885,24.2965,32.0,
44,0.0277,1.2182,0.0547,67.9886,24.3012,32.0387,
45,0.0279,1.2769,0.0547,68.0149,24.3039,32.9625,
46,0.0278,1.2347,0.0547,67.8587,24.2964,32.0,
47,0.0278,0.7697,0.0547,67.6973,24.2963,32.0387,
48,0.0278,1.173,0.0547,67.8622,24.297,32.0,
49,0.0279,1.0418,0.3826,67.8667,24.2983,31.9625,
50,0.028,0.8689,0.0547,68.0096,24.2993,31.0387,
51,0.0277,0.4887,0.0547,67.9238,24.2992,32.0,
52,0.028,1.2122,-0.2732,67.8707,24.2985,32.0387,
53,0.0277,1.1471,-0.2732,67.9087,24.287,32.9625,
54,0.0282,0.6419,0.0547,67.7386,24.2958,32.0,
55,0.0281,1.0027,0.3826,67.9023,24.2862,32.0387,
56,0.0276,0.8399,0.3826,67.7801,24.2862,32.9625,
57,0.028,0.8167,0.3826,67.9194,24.3016,32.0,
58,0.0278,0.909,0.3826,67.9753,24.2922,32.0387,
59,0.0282,0.6146,0.0547,67.8954,24.2946,32.9625,
60,0.0282,1.2011,0.0547,67.8908,24.3003,32.0,
61,0.0279,0.9002,0.0547,67.9446,24.3037,32.0,
62,0.0278,0.9385,-0.2732,67.9218,24.3015,32.0,
63,0.0279,0.7731,0.0547,68.0518,24.2938,32.0387,
64,0.028,0.6645,0.0547,67.972,24.2921,32.9625,
65,0.0275,1.2079,0.0547,67.8819,24.2974,32.0,
66,0.028,0.5279,0.0547,68.0446,24.2996,32.0,
67,0.0279,0.8726,0.0547,67.8792,24.2946,32.0387,
68,0.0281,0.8865,0.0547,67.9759,24.2876,32.9625,
69,0.0285,0.952,-0.6011,67.9614,24.3013,32.0,
70,0.0276,1.2039,0.0547,67.9598,24.2973,32.0387,
71,0.0277,0.5516,0.0547,67.9122,24.2816,32.9625,
72,0.0275,1.0622,0.3826,67.8897,24.2979,32.0,
73,0.0279,1.1068,0.0547,68.0575,24.29,32.0,
74,0.028,0.8052,-0.2732,68.092,24.2846,32.0,
75,0.0277,1.0951,0.0547,67.9331,24.2773,32.0,
76,0.0278,0.902,0.0547,67.8916,24.2804,32.0,
77,0.0273,0.4791,0.0547,67.828,24.2907,32.0,
78,0.0276,0.8545,0.0547,67.9707,24.2813,32.0,
79,0.0281,0.8511,0.0547,68.0489,24.281,32.0,
80,0.0277,0.3941,-0.2732,68.0658,24.2786,32.9625,
81,0.0272,0.8456,0.3826,68.0106,24.2761,32.0,
82,0.0277,0.4986,0.0547,68.0395,24.277,32.0387,
83,0.0278,0.6015,0.3826,67.9783,24.2706,32.9625,
84,0.0278,0.6029,0.3826,67.9069,24.281,32.0,
85,0.0279,0.3959,0.3826,68.0135,24.2854,32.0,
86,0.027,0.9594,0.0547,67.9967,24.2803,32.0,
87,0.0276,0.7085,-0.6011,68.1405,24.2727,32.0387,
88,0.0276,0.9814,0.3826,68.0328,24.2744,32.9625,
89,0.0276,0.6889,0.7106,68.0194,24.269,32.0,
90,0.0279,0.6049,0.0547,67.9734,24.278,32.0,
91,0.0271,0.6946,-0.6011,68.0207,24.2775,32.0387,
92,0.0274,0.6879,0.0547,67.9865,24.2772,32.9625,
93,0.0278,0.6922,0.0547,68.0673,24.2732,32.0,
94,0.0276,1.2699,0.0547,68.0627,24.2727,32.0,
95,0.0282,1.1032,0.3826,68.0281,24.2758,32.0,
96,0.0271,1.2617,0.0547,68.061,24.274,32.0387,
97,0.0271,0.6917,0.0547,68.0104,24.2766,32.9625,
98,0.0275,0.6366,-0.6011,68.0491,24.272,32.0,
99,0.0285,1.0553,-0.6011,68.0564,24.272,32.0387,
100,0.0276,0.6721,-0.6011,67.9047,24.2772,32.9625,
101,0.0273,1.4966,-0.6011,68.0791,24.2752,32.0,
102,0.0275,1.1092,0.0547,67.9923,24.276,32.0387,
103,0.0277,1.0756,-0.2732,67.8221,24.2801,32.9261,
104,0.0285,1.0552,0.3826,68.1165,24.2717,31.0785,
105,0.028,1.4517,0.3826,68.0397,24.2808,32.9625,
106,0.0274,1.1212,0.0547,68.0282,24.2795,32.0,
107,0.0273,1.4237,0.0547,68.0486,24.2738,32.0,
108,0.0274,0.6776,0.3826,68.0043,24.2713,32.0,
109,0.0281,0.6841,-0.2732,67.8775,24.2773,32.0387,
110,0.0276,1.0157,-0.6011,67.9006,24.278,32.9625,
111,0.0275,1.3713,0.0547,67.9122,24.2796,32.0,
112,0.0269,1.0506,0.0547,68.0988,24.2745,32.0387,
113,0.0273,1.1247,-0.2732,68.0226,24.2758,32.9261,
114,0.0278,1.0842,0.0547,68.0319,24.2895,32.0,
115,0.0277,1.3761,0.0547,68.1328,24.2782,32.0,
116,0.0269,1.0423,-0.2732,67.8073,24.2688,32.0,
117,0.0276,1.1074,-0.2732,68.0233,24.2733,32.0387,
118,0.028,1.0334,0.7106,68.0186,24.2666,32.9261,
119,0.028,1.0352,0.0547,68.1907,24.2824,31.0785,
120,0.028,1.1764,-0.6011,67.9599,24.2695,32.9625,
121,0.027,1.0358,-0.2732,68.0565,24.2785,32.0,
122,0.0271,1.2936,0.0547,68.0055,24.275,32.0,
123,0.0277,1.1001,0.3826,67.9357,24.2657,31.9625,
124,0.0278,1.1436,0.0547,68.005,24.2768,31.0387,
125,0.028,1.4147,-0.2732,67.9342,24.2799,32.0,
126,0.027,1.3641,0.0547,67.9612,24.266,32.0,
127,0.0278,1.3755,0.0547,68.0915,24.2749,32.0,
128,0.0277,1.2734,0.3826,67.8991,24.2697,32.0387,
129,0.0275,1.0958,0.3826,67.9842,24.2697,32.9625,
130,0.0275,1.314,0.0547,68.0759,24.2637,32.0387,
131,0.027,1.1057,-0.2732,68.0069,24.2755,32.9625,
132,0.0274,1.1036,0.3826,68.0895,24.2796,32.0,
133,0.0277,1.046,0.3826,68.1931,24.2794,32.0,
134,0.0278,1.4395,0.3826,68.0946,24.2788,32.0,
135,0.0277,0.9995,-0.2732,68.1012,24.2781,32.0,
136,0.0272,1.0993,-0.2732,68.0742,24.2787,32.0,
137,0.0277,1.1627,0.0547,68.0313,24.2806,32.0,
138,0.0277,1.4527,0.0547,68.0211,24.2802,32.0389,
139,0.0277,1.0843,0.3826,68.3926,24.2822,32.9622,
140,0.0276,1.2022,0.0547,68.4495,24.2855,31.9622,
141,0.0279,1.2276,0.0547,68.4761,24.2839,31.0389,
142,0.0271,0.9369,0.3826,68.3184,24.2771,32.0,
143,0.0276,1.1106,0.0547,68.3257,24.2843,32.0,
144,0.0274,0.9687,0.0547,68.08,24.282,32.0,
145,0.0272,1.1832,-0.2732,68.4129,24.2741,32.0389,
146,0.0283,0.7388,0.0547,68.2433,24.2794,32.9622,
147,0.0275,0.923,0.0547,68.3641,24.2879,32.0,
148,0.0277,0.7428,-0.2732,68.3038,24.2825,32.0389,
149,0.0278,0.7133,0.3826,68.3932,24.2792,32.0,
150,0.0283,1.2382,0.0547,68.4962,24.2717,32.0,
151,0.0281,1.1512,0.3826,68.1547,24.2745,32.0,
152,0.0275,1.4023,0.0547,68.3076,24.2838,32.0,
153,0.0276,0.8098,0.3826,68.3962,24.2762,32.0,
154,0.0275,0.7698,0.0547,68.4863,24.2654,32.0,
155,0.0281,0.473,0.0547,68.5122,24.2828,32.0,
156,0.0282,0.9312,0.0547,68.3615,24.2798,32.0,
157,0.0279,0.5274,0.3826,68.5545,24.2803,32.0389,
158,0.0277,0.4767,-0.2732,68.4393,24.2796,32.9622,
159,0.0276,0.5629,0.0547,68.5238,24.28,32.0,
160,0.0279,0.928,0.0547,68.518,24.2808,32.0,
161,0.0284,0.9404,-0.6011,68.6025,24.2826,32.9622,
162,0.0275,0.9515,0.3826,68.6332,24.2721,32.0389,
163,0.0273,0.6277,0.0547,68.5805,24.2676,32.9256,
164,0.0281,1.087,-0.6011,68.5356,24.2901,31.0389,
165,0.0282,0.9905,-0.6011,68.3979,24.2767,32.0389,
166,0.0281,0.8407,0.0547,68.3775,24.2888,32.9622,
167,0.0275,1.0798,-0.2732,68.4695,24.2769,32.0,
168,0.0275,0.4706,1.0385,68.4065,24.2646,32.0389,
169,0.028,1.3328,0.0547,68.5743,24.274,32.9622,
170,0.0282,0.4583,-0.2732,68.5544,24.2755,32.0,
171,0.0281,0.7029,0.0547,68.6372,24.272,32.0,
172,0.0276,0.6756,0.3826,68.4482,24.2731,32.0389,
173,0.0276,0.8031,0.3826,68.5345,24.2754,32.9622,
174,0.0281,0.5006,0.0547,68.4344,24.2777,32.0,
175,0.0281,0.471,-0.2732,68.5434,24.2717,32.0,
176,0.0275,0.5496,0.0547,68.5066,24.2711,32.9622,
177,0.0275,0.79,-0.2732,68.5745,24.277,32.0389,
178,0.0278,0.6036,0.0547,68.6739,24.2702,32.9622,
179,0.028,0.7532,0.3826,68.5257,24.2711,32.0,
180,0.0279,0.8093,0.0547,68.3708,24.267,32.0389,
181,0.0274,0.7969,0.0547,68.4369,24.2777,32.9622,
182,0.0274,0.5833,0.0547,68.5391,24.2713,32.0,
183,0.0281,0.7617,0.3826,68.5159,24.2677,32.0389,
184,0.0283,0.5209,0.3826,68.5626,24.2664,32.9622,
185,0.0279,0.6922,0.0547,68.7213,24.2701,32.0,
186,0.0273,0.6584,0.0547,68.6199,24.2742,31.9622,
187,0.0273,0.8492,0.3826,68.5976,24.2597,31.0389,
188,0.0278,0.6972,0.0547,68.4907,24.266,32.0,
189,0.0278,0.8496,0.0547,68.5668,24.2589,32.0389,
190,0.0277,0.8955,0.0547,68.5646,24.2683,32.9622,
191,0.0277,0.7545,0.0547,68.586,24.2589,32.0389,
192,0.0276,0.5442,0.0547,68.7508,24.2674,32.9622,
193,0.028,0.5616,0.0547,68.6452,24.2679,31.9622,
194,0.0281,0.8278,-0.2732,68.5797,24.2621,31.079,
195,0.0277,0.6102,0.0547,68.8233,24.267,32.9622,
196,0.0275,0.6742,0.0547,68.7257,24.2646,32.0389,
197,0.0279,0.8927,0.0547,68.8421,24.2648,32.9622,
198,0.028,0.8545,-0.2732,68.586,24.2648,32.0389,
199,0.0276,0.6149,0.0547,68.6501,24.2674,32.9622,
200,0.0278,0.8672,0.0547,68.6154,24.2706,32.0,
201,0.0274,0.8565,0.0547,68.7164,24.2633,32.0389,
202,0.0282,1.046,0.0547,68.6977,24.2681,32.9622,
203,0.0278,0.61,0.0547,68.8891,24.2654,32.0389,
204,0.0277,0.5453,-0.2732,68.6883,24.266,32.9622,
205,0.0278,0.9101,0.0547,68.6794,24.2684,32.0,
206,0.0276,0.8687,-0.2732,68.7575,24.2707,32.0,
207,0.028,1.045,0.0547,68.7708,24.2674,32.0,
208,0.0275,1.2578,0.0547,68.7257,24.2678,32.0389,
209,0.0278,0.8976,0.3826,68.7716,24.2585,32.9622,
210,0.0277,1.0116,0.0547,68.8307,24.2634,32.0,
211,0.0277,1.2724,0.3826,68.9289,24.267,32.0,
212,0.0277,0.92,0.0547,68.7038,24.2698,32.0,
213,0.028,1.4722,0.0547,68.9108,24.2647,32.0,
214,0.0278,1.243,-0.2732,68.8184,24.2705,32.0389,
215,0.0277,1.2768,0.3826,68.8079,24.2628,32.9622,
216,0.0278,1.1496,0.0547,68.8959,24.2622,32.0,
217,0.028,1.3573,0.0547,68.8723,24.2741,32.0389,
218,0.028,1.4749,0.0547,68.8952,24.2608,32.9622,
219,0.0278,1.1931,0.3826,68.769,24.2724,32.0,
220,0.0277,1.2087,0.0547,68.9767,24.2594,32.0389,
221,0.0276,1.3386,-0.2732,69.0051,24.2629,32.9622,
222,0.0282,0.8474,0.3826,68.8514,24.2621,32.9622,
223,0.0279,1.1896,-0.2732,68.9381,24.2761,32.0,
224,0.0273,0.8152,0.0547,68.7804,24.2623,32.0389,
225,0.0277,1.2709,0.0547,68.9752,24.2696,32.9622,
226,0.0279,1.1292,-0.2732,68.915,24.2719,32.0389,
227,0.0277,1.4327,0.3826,68.8466,24.2715,32.9622,
228,0.0278,1.1547,0.3826,68.824,24.2623,32.0,
229,0.0275,1.1379,0.3826,69.0134,24.2688,32.0,
230,0.028,0.932,0.0547,68.7892,24.2664,32.0,
231,0.0281,1.2455,0.0547,68.7589,24.2664,32.0,
232,0.0279,1.195,-0.2732,68.8213,24.2763,32.0,
233,0.0276,0.6293,0.3826,68.9468,24.268,32.0,
234,0.0274,1.2607,0.0547,68.8581,24.2684,32.0,
235,0.0281,1.4653,-0.2732,68.8441,24.266,32.0,
236,0.0278,1.1261,0.0547,68.7251,24.2741,32.0,
237,0.0275,0.9769,0.0547,68.7852,24.2762,32.0,
238,0.0278,1.1925,0.0547,68.9027,24.2649,32.0389,
239,0.0277,0.9237,0.3826,68.9955,24.2708,32.9622,
240,0.0283,1.136,0.0547,68.5376,24.2841,32.0,
241,0.0274,1.088,-0.2732,68.9841,24.2739,32.0389,
242,0.0275,1.1621,0.0547,68.7028,24.28,32.9622,
243,0.0279,1.4184,0.0547,68.7617,24.2761,31.9622,
244,0.0279,1.2193,0.3826,68.7379,24.2795,31.0389,
245,0.0283,1.3767,0.0547,68.709,24.2836,32.0389,
246,0.0273,1.3577,0.3826,68.7054,24.2817,32.9622,
247,0.028,1.1817,0.0547,68.8818,24.2807,32.9622,
248,0.0279,1.1885,0.0547,68.7861,24.2807,32.0,
249,0.0281,0.9003,0.0547,68.7341,24.28,32.0,
250,0.0272,1.2508,-0.2732,68.8988,24.2785,31.9622,
251,0.0278,1.1426,0.0547,68.8508,24.2849,31.0389,
252,0.0278,1.3519,0.0547,68.5081,24.2778,32.0392,
253,0.028,1.1623,0.0547,68.6283,24.2878,32.962,
254,0.0279,0.7881,-0.2732,68.6742,24.2878,32.0,
255,0.0274,0.4605,-0.2732,68.7021,24.2812,32.0,
256,0.028,0.8721,0.0547,68.5178,24.2856,32.0,
257,0.0281,0.8261,0.0547,68.5344,24.2873,32.0,
258,0.0279,0.7366,0.0547,68.6245,24.2881,32.0,
259,0.0273,0.4661,0.3826,68.5929,24.2898,32.0392,
260,0.0275,0.6639,-0.2732,68.7433,24.2902,32.962,
261,0.0282,0.4702,-0.6011,68.7331,24.2816,32.0392,
262,0.0276,0.4547,0.0547,68.6064,24.2838,32.962,
263,0.027,0.6755,0.0547,68.6644,24.2932,32.0,
264,0.0269,1.3024,0.0547,69.0982,24.2897,32.0,
265,0.0274,1.1003,0.0547,68.6915,24.2881,32.0,
266,0.0278,0.6904,0.3826,68.6018,24.2916,32.0,
267,0.0273,0.7786,0.3826,68.6396,24.2974,32.0,
268,0.0273,0.8647,-0.9291,68.7747,24.291,32.0,
269,0.0272,0.7912,0.3826,68.6571,24.2908,31.962,
270,0.0277,0.4392,0.0547,68.7676,24.2885,31.0795,
271,0.0273,0.8377,0.3826,68.861,24.2893,32.0,
272,0.0279,0.6878,-0.2732,68.6325,24.2845,32.0,
273,0.0274,0.9819,0.3826,68.6823,24.2906,32.0,
274,0.0281,0.578,-0.2732,68.6962,24.2984,32.0392,
275,0.0279,0.9974,0.0547,68.6444,24.2879,32.962,
276,0.0276,0.8886,-0.6011,68.6328,24.284,32.0392,
277,0.0281,1.0328,0.0547,68.728,24.2884,32.962,
278,0.0274,0.9112,0.3826,68.7515,24.2908,32.0392,
279,0.028,0.8917,-0.6011,68.6715,24.292,32.962,
280,0.0277,0.6138,-0.2732,68.6593,24.2772,32.0392,
281,0.0279,1.0656,0.3826,68.7336,24.2827,32.962,
282,0.0278,0.6401,-0.2732,68.8239,24.276,32.0392,
283,0.0278,0.4351,0.0547,68.623,24.2797,32.962,
284,0.028,0.9433,-0.2732,68.6872,24.2735,32.0,
285,0.028,0.9603,-0.2732,68.7046,24.2859,32.0,
286,0.0282,1.0033,-0.6011,68.6441,24.2756,32.0392,
287,0.0275,0.854,0.0547,68.7153,24.2745,32.962,
288,0.0274,1.5042,-0.2732,68.7691,24.2621,32.0392,
289,0.0279,0.9618,0.3826,68.6202,24.2682,32.962,
290,0.0278,0.5568,0.0547,68.7907,24.2625,32.0,
291,0.0282,1.0159,-0.2732,68.7413,24.2705,32.0392,
292,0.0275,0.5901,0.3826,68.6975,24.2732,32.962,
293,0.0274,1.3415,0.0547,68.7027,24.2693,32.0,
294,0.0278,0.9625,0.3826,68.8803,24.2671,32.0,
295,0.028,1.361,0.7106,68.4934,24.2674,32.0392,
296,0.0277,1.0475,-0.2732,68.6797,24.2638,32.962,
297,0.0272,0.6278,0.0547,68.5882,24.272,32.0392,
298,0.0272,1.0409,0.3826,68.6463,24.2644,32.962,
299,0.0278,1.0711,0.7106,68.7691,24.2654,32.0,
300,0.0279,0.9885,0.0547,68.6963,24.2594,32.0,
301,0.0276,1.0178,-0.2732,68.7346,24.2578,32.0,
302,0.0273,1.5043,0.0547,68.5682,24.2678,32.0,
303,0.0275,1.0458,0.0547,68.5606,24.2668,32.0,
304,0.0279,1.4582,-0.2732,68.5965,24.2575,32.0392,
305,0.0271,1.2832,0.3826,68.7594,24.2555,32.0392,
306,0.0277,1.519,-0.2732,68.7054,24.2744,32.962,
307,0.0275,1.3297,0.3826,68.6602,24.2604,32.0,
308,0.0281,1.0555,0.0547,68.6496,24.2734,32.0,
309,0.0276,1.1274,0.0547,68.5603,24.2578,32.0,
310,0.0268,1.0813,0.0547,68.631,24.2644,32.0,
311,0.0274,1.2647,-0.2732,68.6344,24.2647,32.0392,
312,0.0276,0.6034,0.3826,68.6214,24.2671,32.962,
313,0.0281,0.9876,-0.2732,68.5459,24.2689,32.0,
314,0.0269,1.1531,-0.2732,68.6679,24.2579,32.0,
315,0.027,1.4374,-0.2732,68.5129,24.2536,32.0,
316,0.0278,1.1805,-0.2732,68.5381,24.243,32.0,
317,0.0277,1.3273,0.3826,68.6158,24.2569,32.0,
318,0.0276,1.1737,-0.2732,68.8896,24.2583,32.0,
319,0.0271,1.2748,0.0547,68.7081,24.2597,32.0,
320,0.0276,1.2662,0.3826,68.6602,24.2477,32.962,
321,0.0278,1.429,-0.6011,68.5408,24.2513,32.0392,
322,0.0273,1.3071,0.0547,68.6692,24.2545,32.962,
323,0.0274,1.2065,0.3826,68.6084,24.2489,32.0,
324,0.0278,1.297,0.0547,68.6254,24.2509,32.0392,
325,0.0282,1.388,0.0547,68.7342,24.2491,32.962,
326,0.0275,0.9584,0.0547,68.547,24.2549,32.0,
327,0.0277,0.8322,0.3826,68.8465,24.247,32.0,
328,0.0275,1.2401,0.0547,68.908,24.2451,32.0392,
329,0.0278,1.1231,0.0547,68.7453,24.2515,33.0,
330,0.0277,1.2909,0.0547,68.6707,24.2557,32.962,
331,0.0276,0.9347,0.0547,68.6995,24.249,32.0,
332,0.0279,1.3122,0.3826,68.8257,24.2554,32.0,
333,0.0278,1.2526,0.0547,68.7434,24.2511,32.962,
334,0.0277,0.4499,0.0547,68.8228,24.2504,32.0,
335,0.0278,0.7369,0.0547,68.6833,24.2507,32.0,
336,0.0277,1.2111,0.3826,68.742,24.257,32.0392,
337,0.0277,1.1262,0.0547,68.4938,24.2521,32.9251,
338,0.0273,0.801,0.0547,68.5739,24.2547,31.0795,
339,0.0278,0.6196,0.0547,68.5943,24.2562,32.962,
340,0.028,0.7852,0.0547,68.4593,24.2481,32.0,
341,0.0279,0.7061,0.0547,68.593,24.2547,32.0,
342,0.027,0.4315,-0.2732,68.4197,24.25,32.0,
343,0.0271,0.7129,0.0547,68.3986,24.2471,32.0,
344,0.0279,0.6603,-0.2732,68.5342,24.2471,32.0392,
345,0.0277,1.0887,-0.2732,68.4225,24.2601,32.962,
346,0.027,0.4583,0.3826,68.3955,24.245,32.0,
347,0.0273,0.668,0.0547,68.3617,24.2532,32.0392,
348,0.0282,0.6667,0.3826,68.455,24.2589,32.9251,
349,0.0277,0.6599,0.3826,68.4315,24.2621,31.0795,
350,0.0271,0.6542,-0.2732,68.3252,24.2494,32.962,
351,0.0271,0.6904,0.0547,68.3998,24.2545,32.0,
352,0.0274,0.7949,0.0547,68.1223,24.245,32.0,
353,0.0282,0.4142,0.0547,68.4223,24.2536,32.0,
354,0.027,0.6101,0.0547,68.1941,24.2569,32.0392,
355,0.0271,0.8258,0.0547,68.3473,24.2512,32.962,
356,0.0277,0.6689,0.0547,68.269,24.2548,32.0,
357,0.0279,0.7723,-0.2732,68.2221,24.2473,32.0,
358,0.027,0.5015,0.3826,68.2601,24.2542,32.0,
359,0.0275,0.5828,0.0547,68.2887,24.2503,32.0,
360,0.0277,0.6046,0.0547,68.1445,24.2542,32.0392,
361,0.0278,0.7442,0.0547,68.2498,24.2541,32.962,
362,0.0274,0.7264,0.0547,68.0868,24.2541,32.0,
363,0.0271,0.6941,0.0547,68.2307,24.2605,32.0392,
364,0.0277,0.7512,0.3826,68.0904,24.2585,32.962,
365,0.0278,1.1915,0.3826,68.0044,24.255,31.962,
366,0.0273,0.5752,-0.2732,68.0859,24.2462,31.0392,
367,0.0275,0.8348,0.0547,67.8772,24.2617,32.0,
368,0.0273,0.631,0.3826,67.9049,24.2587,32.0,
369,0.0277,1.1702,0.0547,67.9844,24.2652,31.0392,
370,0.0278,1.2474,0.0547,67.7385,24.2665,32.0,
371,0.0277,1.2116,0.0547,67.9124,24.2609,32.0,
372,0.0274,0.97,-0.6011,68.0417,24.2769,32.0394,
373,0.0271,1.2172,0.0547,67.9155,24.2661,32.9617,
374,0.0278,1.3286,0.3826,67.9007,24.2683,32.0,
375,0.0278,0.7459,0.0547,67.7548,24.2608,32.0394,
376,0.0278,1.2036,-0.2732,67.7664,24.2675,32.9617,
377,0.0272,0.8389,0.3826,67.8048,24.2699,32.0,
378,0.0274,0.8254,0.0547,67.7536,24.2733,32.0394,
379,0.028,1.2796,0.3826,67.6742,24.2794,32.9617,
380,0.0279,1.101,0.0547,67.631,24.2708,32.0,
381,0.0272,0.7595,0.0547,67.7347,24.271,32.0,
382,0.0276,0.8387,-0.2732,67.7035,24.267,32.0394,
383,0.0283,1.2945,0.0547,67.604,24.267,32.9617,
384,0.0272,0.7736,0.0547,67.6221,24.2721,32.0,
385,0.0273,0.7683,0.0547,67.5411,24.272,32.0,
386,0.0278,1.2932,0.0547,67.4454,24.2671,32.0,
387,0.028,1.3014,0.3826,67.5019,24.2752,32.0,
388,0.0279,1.2018,0.0547,67.3054,24.2727,32.0394,
389,0.0273,1.1646,0.0547,67.3553,24.2725,32.9617,
390,0.0276,1.3927,0.0547,67.3442,24.2793,32.0,
391,0.028,1.217,0.3826,67.2895,24.2753,32.0,
392,0.0277,1.1847,0.0547,67.0389,24.2705,32.0,
393,0.028,1.2453,0.0547,67.0566,24.2704,32.0,
394,0.0281,1.156,-0.2732,67.0605,24.2823,32.0,
395,0.0275,1.4923,-0.2732,67.1832,24.2753,32.0394,
396,0.0273,1.3516,0.3826,67.0627,24.2697,32.9617,
397,0.0279,1.2276,0.0547,66.8029,24.2754,31.9618,
398,0.0279,1.2749,0.0547,66.901,24.271,31.08,
399,0.0278,1.085,0.3826,66.7929,24.2832,32.9617,
400,0.0276,1.2839,0.3826,66.8875,24.2751,32.0,
401,0.0272,1.3351,0.0547,66.6196,24.2751,32.0,
402,0.028,1.0649,-0.2732,66.8531,24.2761,32.0,
403,0.0276,1.1554,0.0547,66.5285,24.2716,32.0,
404,0.0279,1.081,0.0547,66.6343,24.2786,32.0,
405,0.0273,1.1649,0.0547,66.4474,24.2623,32.0394,
406,0.0272,0.9917,-0.2732,66.7163,24.2792,32.9617,
407,0.0277,0.9205,0.0547,66.689,24.2702,32.0,
408,0.0277,1.0099,-0.6011,66.523,24.2721,32.0394,
409,0.0276,1.3518,0.0547,66.5118,24.2853,32.9617,
410,0.027,1.1007,0.0547,66.3955,24.2787,32.0,
411,0.0273,1.0297,0.3826,66.3037,24.2828,32.0,
412,0.0281,0.6664,0.3826,66.3996,24.2701,32.9617,
413,0.027,0.655,0.0547,66.3158,24.2858,32.0,
414,0.027,1.2967,-0.2732,66.2019,24.2724,32.0,
415,0.0273,0.7589,0.0547,66.3241,24.2811,32.0,
416,0.0278,0.6285,0.0547,66.3515,24.2707,32.0394,
417,0.0278,1.0411,0.3826,66.4135,24.2693,32.9617,
418,0.0269,0.7058,-0.2732,66.3219,24.2713,32.0394,
419,0.0273,0.4027,0.0547,66.3621,24.2841,32.9246,
420,0.0276,0.4672,0.0547,66.4476,24.2765,31.08,
421,0.0276,0.4526,0.0547,66.4957,24.2785,32.9617,
422,0.0273,0.6702,0.3826,66.4722,24.2783,32.0,
423,0.0271,0.7004,0.0547,66.6013,24.2792,32.0,
424,0.0275,1.0285,0.3826,66.4261,24.2754,32.0,
425,0.0278,0.9587,0.0547,66.5266,24.2892,32.0,
426,0.0272,0.6511,0.0547,66.5161,24.2753,32.0,
427,0.0273,1.0547,0.0547,66.4731,24.2794,32.0,
428,0.0272,1.3858,0.7106,66.6659,24.2835,32.0394,
429,0.0277,0.9583,0.3826,66.6495,24.2803,32.9617,
